what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1323959581519
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323959585217
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959586720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959593376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1323959593391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959597911
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959602129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1323959602163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959602583
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959602623
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1323959615323
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323959629727
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959631119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959639694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1323959639711
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959643146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959645516
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.cleanAction",1323959645532
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1323959679036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323959713063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959714256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959796486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959811036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959820243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1323959853567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959857883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1323959864389
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1323959865685
executed,command,,,"com.google.gdt.eclipse.suite.launch.ui.webappLaunchShortcut.run",1323959868686
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1323959873873
